conv_layers,filters,kernel_size,dropout_rate,dense_units,pool_size,accuracy,precision,recall,f1
2,64,5,0.1,128,2,0.7222222222222222,0.6923076923076923,0.7714285714285715,0.7297297297297297
2,64,5,0.1,128,3,0.6527777777777778,0.6807228915662651,0.5380952380952381,0.601063829787234
2,64,5,0.2,32,2,0.6620370370370371,0.7162162162162162,0.5047619047619047,0.5921787709497207
2,64,5,0.2,32,3,0.6759259259259259,0.6923076923076923,0.6,0.6428571428571429
2,64,5,0.2,64,2,0.7037037037037037,0.6952380952380952,0.6952380952380952,0.6952380952380952
2,64,5,0.2,64,3,0.6550925925925926,0.6196078431372549,0.7523809523809524,0.6795698924731183
2,64,5,0.2,128,2,0.7013888888888888,0.6738197424892703,0.7476190476190476,0.708803611738149
2,64,5,0.2,128,3,0.7060185185185185,0.7243243243243244,0.638095238095238,0.6784810126582278
2,64,5,0.3,32,2,0.7106481481481481,0.7741935483870968,0.5714285714285714,0.6575342465753424
2,64,5,0.3,32,3,0.7314814814814815,0.75,0.6714285714285714,0.7085427135678392
2,64,5,0.3,64,2,0.6574074074074074,0.6091549295774648,0.8238095238095238,0.7004048582995951
2,64,5,0.3,64,3,0.6967592592592593,0.7046632124352331,0.6476190476190476,0.674937965260546
2,64,5,0.3,128,2,0.7245370370370371,0.7058823529411765,0.7428571428571429,0.7238979118329466
2,64,5,0.3,128,3,0.6574074074074074,0.6987179487179487,0.5190476190476191,0.5956284153005464
2,64,7,0.1,32,2,0.6504629629629629,0.5967213114754099,0.8666666666666667,0.7067961165048544
2,64,7,0.1,32,3,0.6944444444444444,0.7215909090909091,0.6047619047619047,0.6580310880829016
2,64,7,0.1,64,2,0.6736111111111112,0.6751269035532995,0.6333333333333333,0.6535626535626535
2,64,7,0.1,64,3,0.7083333333333334,0.6944444444444444,0.7142857142857143,0.704225352112676
2,64,7,0.1,128,2,0.5995370370370371,0.5587301587301587,0.8380952380952381,0.6704761904761904
2,64,7,0.1,128,3,0.7592592592592593,0.7819148936170213,0.7,0.7386934673366834
2,64,7,0.2,32,2,0.7615740740740741,0.7955801104972375,0.6857142857142857,0.7365728900255755
2,64,7,0.2,32,3,0.7060185185185185,0.7677419354838709,0.5666666666666667,0.6520547945205479
2,64,7,0.2,64,2,0.6805555555555556,0.6451612903225806,0.7619047619047619,0.6986899563318777
2,64,7,0.2,64,3,0.6944444444444444,0.74375,0.5666666666666667,0.6432432432432432
2,64,7,0.2,128,2,0.5925925925925926,0.5732758620689655,0.6333333333333333,0.6018099547511312
2,64,7,0.2,128,3,0.6458333333333334,0.6172839506172839,0.7142857142857143,0.6622516556291391
2,64,7,0.3,32,2,0.6666666666666666,0.6918604651162791,0.5666666666666667,0.6230366492146597
2,64,7,0.3,32,3,0.7222222222222222,0.734375,0.6714285714285714,0.7014925373134329
2,64,7,0.3,64,2,0.7199074074074074,0.7129186602870813,0.7095238095238096,0.711217183770883
2,64,7,0.3,64,3,0.7245370370370371,0.7407407407407407,0.6666666666666666,0.7017543859649122
2,64,7,0.3,128,2,0.5949074074074074,0.5522388059701493,0.8809523809523809,0.6788990825688074
2,64,7,0.3,128,3,0.7546296296296297,0.8291139240506329,0.6238095238095238,0.7119565217391305
2,128,3,0.1,32,2,0.7199074074074074,0.7730061349693251,0.6,0.675603217158177
2,128,3,0.1,32,3,0.6898148148148148,0.7,0.6333333333333333,0.665
2,128,3,0.1,64,2,0.6550925925925926,0.639269406392694,0.6666666666666666,0.6526806526806527
2,128,3,0.1,64,3,0.7083333333333334,0.7658227848101266,0.5761904761904761,0.657608695652174
2,128,3,0.1,128,2,0.6759259259259259,0.6535087719298246,0.7095238095238096,0.680365296803653
2,128,3,0.1,128,3,0.6203703703703703,0.5942622950819673,0.6904761904761905,0.6387665198237885
2,128,3,0.2,32,2,0.6689814814814815,0.6462882096069869,0.7047619047619048,0.6742596810933941
2,128,3,0.2,32,3,0.6759259259259259,0.6822916666666666,0.6238095238095238,0.6517412935323383
2,128,3,0.2,64,2,0.6319444444444444,0.596958174904943,0.7476190476190476,0.6638477801268499
2,128,3,0.2,64,3,0.7337962962962963,0.7513227513227513,0.6761904761904762,0.7117794486215538
