N_MFCC,duration,step,augment,batch_size,accuracy,precision,recall,f1
20,3.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.7219251336898396,0.6635514018691588,0.8160919540229885,0.7319587628865979
20,3.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.46524064171123,0.4648648648648649,0.9885057471264368,0.6323529411764706
20,3.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.5133689839572193,0.48717948717948717,0.8735632183908046,0.6255144032921811
20,3.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.7540106951871658,0.7204301075268817,0.7701149425287356,0.7444444444444445
20,3.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.7112299465240641,0.6571428571428571,0.7931034482758621,0.71875
20,3.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.6203208556149733,0.6025641025641025,0.5402298850574713,0.5696969696969697
20,3.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.7112299465240641,0.7037037037037037,0.6551724137931034,0.6785714285714286
20,3.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.5347593582887701,0.0,0.0,0.0
20,3.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.6737967914438503,0.6326530612244898,0.7126436781609196,0.6702702702702703
20,3.0,2.0,None,8,0.7914438502673797,0.7222222222222222,0.896551724137931,0.8
20,3.0,2.0,None,16,0.8074866310160428,0.7524752475247525,0.8735632183908046,0.8085106382978723
20,3.0,2.0,None,32,0.7700534759358288,0.6964285714285714,0.896551724137931,0.7839195979899497
20,4.0,1.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.7682926829268293,0.7209302325581395,0.8157894736842105,0.7654320987654321
20,4.0,1.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.7042682926829268,0.6328502415458938,0.8618421052631579,0.7298050139275766
20,4.0,1.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.5121951219512195,0.4868421052631579,0.9736842105263158,0.6491228070175439
20,4.0,1.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.7652439024390244,0.6984126984126984,0.868421052631579,0.7741935483870968
20,4.0,1.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.7774390243902439,0.7158469945355191,0.8618421052631579,0.7820895522388059
20,4.0,1.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.5365853658536586,0.0,0.0,0.0
20,4.0,1.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.8048780487804879,0.7417582417582418,0.8881578947368421,0.8083832335329342
20,4.0,1.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.774390243902439,0.7378048780487805,0.7960526315789473,0.7658227848101266
20,4.0,1.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.5030487804878049,0.4809688581314879,0.9144736842105263,0.6303854875283447
20,4.0,1.0,None,8,0.7835365853658537,0.7035175879396985,0.9210526315789473,0.7977207977207977
20,4.0,1.0,None,16,0.9024390243902439,0.8448275862068966,0.9671052631578947,0.901840490797546
20,4.0,1.0,None,32,0.899390243902439,0.847953216374269,0.9539473684210527,0.8978328173374613
20,4.0,1.5,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.8333333333333334,0.7741935483870968,0.9056603773584906,0.8347826086956521
20,4.0,1.5,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.8508771929824561,0.8103448275862069,0.8867924528301887,0.8468468468468469
20,4.0,1.5,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.45614035087719296,0.45982142857142855,0.9716981132075472,0.6242424242424243
20,4.0,1.5,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.7850877192982456,0.7355371900826446,0.839622641509434,0.7841409691629956
20,4.0,1.5,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.7149122807017544,0.6289308176100629,0.9433962264150944,0.7547169811320755
20,4.0,1.5,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.75,0.6713286713286714,0.9056603773584906,0.7710843373493976
20,4.0,1.5,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.7543859649122807,0.7551020408163265,0.6981132075471698,0.7254901960784313
20,4.0,1.5,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.5350877192982456,0.5,0.9245283018867925,0.6490066225165563
20,4.0,1.5,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.4956140350877193,0.4790697674418605,0.9716981132075472,0.6417445482866043
20,4.0,1.5,None,8,0.7894736842105263,0.7101449275362319,0.9245283018867925,0.8032786885245902
20,4.0,1.5,None,16,0.7894736842105263,0.7301587301587301,0.8679245283018868,0.7931034482758621
20,4.0,1.5,None,32,0.8728070175438597,0.7984496124031008,0.9716981132075472,0.8765957446808511
20,4.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.7840909090909091,0.7586206896551724,0.7951807228915663,0.7764705882352941
20,4.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.7670454545454546,0.7019230769230769,0.8795180722891566,0.7807486631016043
20,4.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.8295454545454546,0.8045977011494253,0.8433734939759037,0.8235294117647058
20,4.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.8181818181818182,0.7684210526315789,0.8795180722891566,0.8202247191011236
20,4.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.75,0.7096774193548387,0.7951807228915663,0.75
20,4.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.5227272727272727,0.3333333333333333,0.012048192771084338,0.023255813953488372
20,4.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.7840909090909091,0.7922077922077922,0.7349397590361446,0.7625
20,4.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.7613636363636364,0.7252747252747253,0.7951807228915663,0.7586206896551724
20,4.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.7784090909090909,0.7682926829268293,0.7590361445783133,0.7636363636363637
20,4.0,2.0,None,8,0.7784090909090909,0.6896551724137931,0.963855421686747,0.8040201005025126
20,4.0,2.0,None,16,0.8011363636363636,0.7307692307692307,0.9156626506024096,0.8128342245989305
20,4.0,2.0,None,32,0.8693181818181818,0.8333333333333334,0.9036144578313253,0.8670520231213873
40,2.0,1.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.9076517150395779,0.8864864864864865,0.9213483146067416,0.9035812672176309
40,2.0,1.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.7467018469656992,0.6933962264150944,0.8258426966292135,0.7538461538461538
40,2.0,1.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.862796833773087,0.8247422680412371,0.898876404494382,0.8602150537634409
40,2.0,1.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.8522427440633246,0.8144329896907216,0.8876404494382022,0.8494623655913979
40,2.0,1.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.7968337730870713,0.7370892018779343,0.8820224719101124,0.80306905370844
40,2.0,1.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.8522427440633246,0.8279569892473119,0.8651685393258427,0.8461538461538461
40,2.0,1.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.7546174142480211,0.7639751552795031,0.6910112359550562,0.7256637168141593
40,2.0,1.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.8601583113456465,0.8491620111731844,0.8539325842696629,0.8515406162464986
40,2.0,1.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.8073878627968337,0.772020725388601,0.8370786516853933,0.8032345013477089
40,2.0,1.0,None,8,0.920844327176781,0.9065934065934066,0.9269662921348315,0.9166666666666666
40,2.0,1.0,None,16,0.899736147757256,0.8804347826086957,0.9101123595505618,0.8950276243093923
40,2.0,1.0,None,32,0.8707124010554089,0.8412698412698413,0.8932584269662921,0.8664850136239782
40,2.0,1.5,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.8262548262548263,0.7938931297709924,0.8524590163934426,0.8221343873517787
40,2.0,1.5,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.7760617760617761,0.7580645161290323,0.7704918032786885,0.7642276422764228
40,2.0,1.5,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.8416988416988417,0.813953488372093,0.860655737704918,0.8366533864541833
40,2.0,1.5,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.7876447876447876,0.7445255474452555,0.8360655737704918,0.7876447876447876
40,2.0,1.5,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.7451737451737451,0.7258064516129032,0.7377049180327869,0.7317073170731707
40,2.0,1.5,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.7915057915057915,0.788135593220339,0.7622950819672131,0.775
40,2.0,1.5,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.7451737451737451,0.75,0.6885245901639344,0.717948717948718
40,2.0,1.5,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.8108108108108109,0.8411214953271028,0.7377049180327869,0.7860262008733624
40,2.0,1.5,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.7683397683397684,0.7421875,0.7786885245901639,0.76
40,2.0,1.5,None,8,0.8108108108108109,0.7829457364341085,0.8278688524590164,0.8047808764940239
40,2.0,1.5,None,16,0.8416988416988417,0.8,0.8852459016393442,0.8404669260700389
40,2.0,1.5,None,32,0.806949806949807,0.7608695652173914,0.860655737704918,0.8076923076923077
40,2.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.736318407960199,0.6875,0.8105263157894737,0.7439613526570048
40,2.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.7810945273631841,0.7428571428571429,0.8210526315789474,0.78
40,2.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.7711442786069652,0.7207207207207207,0.8421052631578947,0.7766990291262136
40,2.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.746268656716418,0.72,0.7578947368421053,0.7384615384615385
40,2.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.7263681592039801,0.7222222222222222,0.6842105263157895,0.7027027027027027
40,2.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.4925373134328358,0.4339622641509434,0.24210526315789474,0.3108108108108108
40,2.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.746268656716418,0.680327868852459,0.8736842105263158,0.7649769585253456
40,2.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.7263681592039801,0.6886792452830188,0.7684210526315789,0.7263681592039801
40,2.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.7661691542288557,0.7142857142857143,0.8421052631578947,0.7729468599033816
40,2.0,2.0,None,8,0.8805970149253731,0.8446601941747572,0.9157894736842105,0.8787878787878788
40,2.0,2.0,None,16,0.472636815920398,0.4720812182741117,0.9789473684210527,0.636986301369863
40,2.0,2.0,None,32,0.5373134328358209,1.0,0.021052631578947368,0.041237113402061855
40,3.0,1.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.8980169971671388,0.8449197860962567,0.9575757575757575,0.8977272727272727
40,3.0,1.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.7195467422096318,0.6434782608695652,0.896969696969697,0.7493670886075949
40,3.0,1.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.8215297450424929,0.755,0.9151515151515152,0.8273972602739726
40,3.0,1.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.8328611898016998,0.7819148936170213,0.8909090909090909,0.8328611898016998
40,3.0,1.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.8073654390934845,0.7461928934010152,0.8909090909090909,0.8121546961325967
40,3.0,1.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.8215297450424929,0.8035714285714286,0.8181818181818182,0.8108108108108109
40,3.0,1.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.7507082152974505,0.6954314720812182,0.8303030303030303,0.7569060773480663
40,3.0,1.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.7932011331444759,0.7421052631578947,0.8545454545454545,0.7943661971830986
40,3.0,1.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.7563739376770539,0.7309941520467836,0.7575757575757576,0.7440476190476191
40,3.0,1.0,None,8,0.9263456090651558,0.9212121212121213,0.9212121212121213,0.9212121212121213
40,3.0,1.0,None,16,0.9376770538243626,0.9085714285714286,0.9636363636363636,0.9352941176470588
40,3.0,1.0,None,32,0.9121813031161473,0.91875,0.8909090909090909,0.9046153846153846
40,3.0,1.5,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.8471074380165289,0.7835820895522388,0.9292035398230089,0.8502024291497976
40,3.0,1.5,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.8553719008264463,0.89,0.7876106194690266,0.8356807511737089
40,3.0,1.5,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.8429752066115702,0.7906976744186046,0.9026548672566371,0.8429752066115702
40,3.0,1.5,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.8677685950413223,0.8785046728971962,0.831858407079646,0.8545454545454545
40,3.0,1.5,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.8512396694214877,0.8290598290598291,0.8584070796460177,0.8434782608695652
40,3.0,1.5,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.8223140495867769,0.7966101694915254,0.831858407079646,0.8138528138528138
40,3.0,1.5,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.8057851239669421,0.7661290322580645,0.8407079646017699,0.8016877637130801
40,3.0,1.5,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.7644628099173554,0.7295081967213115,0.7876106194690266,0.7574468085106383
40,3.0,1.5,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.6859504132231405,0.6149068322981367,0.8761061946902655,0.7226277372262774
40,3.0,1.5,None,8,0.8388429752066116,0.7569444444444444,0.9646017699115044,0.8482490272373541
40,3.0,1.5,None,16,0.8925619834710744,0.848,0.9380530973451328,0.8907563025210085
40,3.0,1.5,None,32,0.5330578512396694,0.0,0.0,0.0
40,3.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.7379679144385026,0.7111111111111111,0.735632183908046,0.7231638418079096
40,3.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.732620320855615,0.6989247311827957,0.7471264367816092,0.7222222222222222
40,3.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.5347593582887701,0.0,0.0,0.0
40,3.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.8235294117647058,0.8068181818181818,0.8160919540229885,0.8114285714285714
40,3.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.732620320855615,0.6728971962616822,0.8275862068965517,0.7422680412371134
40,3.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.7379679144385026,0.7021276595744681,0.7586206896551724,0.7292817679558011
40,3.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.7593582887700535,0.7058823529411765,0.8275862068965517,0.7619047619047619
40,3.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.7700534759358288,0.782051282051282,0.7011494252873564,0.7393939393939394
40,3.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.5347593582887701,0.0,0.0,0.0
40,3.0,2.0,None,8,0.839572192513369,0.7938144329896907,0.8850574712643678,0.8369565217391305
40,3.0,2.0,None,16,0.8128342245989305,0.7549019607843137,0.8850574712643678,0.8148148148148148
40,3.0,2.0,None,32,0.5454545454545454,0.5208333333333334,0.28735632183908044,0.37037037037037035
40,4.0,1.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.8871951219512195,0.8142076502732241,0.9802631578947368,0.8895522388059701
40,4.0,1.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.8719512195121951,0.8395061728395061,0.8947368421052632,0.8662420382165605
40,4.0,1.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.8963414634146342,0.8641975308641975,0.9210526315789473,0.89171974522293
40,4.0,1.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.8628048780487805,0.8590604026845637,0.8421052631578947,0.8504983388704319
40,4.0,1.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.8445121951219512,0.7700534759358288,0.9473684210526315,0.8495575221238938
40,4.0,1.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.850609756097561,0.8159509202453987,0.875,0.8444444444444444
40,4.0,1.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.823170731707317,0.8405797101449275,0.7631578947368421,0.8
40,4.0,1.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.8658536585365854,0.8552631578947368,0.8552631578947368,0.8552631578947368
40,4.0,1.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.7987804878048781,0.7721518987341772,0.8026315789473685,0.7870967741935484
40,4.0,1.0,None,8,0.8414634146341463,0.7659574468085106,0.9473684210526315,0.8470588235294118
40,4.0,1.0,None,16,0.9329268292682927,0.9113924050632911,0.9473684210526315,0.9290322580645162
40,4.0,1.0,None,32,0.8597560975609756,0.83125,0.875,0.8525641025641025
40,4.0,1.5,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.8070175438596491,0.7384615384615385,0.9056603773584906,0.8135593220338984
40,4.0,1.5,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.8596491228070176,0.8303571428571429,0.8773584905660378,0.8532110091743119
40,4.0,1.5,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.8201754385964912,0.7443609022556391,0.9339622641509434,0.8284518828451883
40,4.0,1.5,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.8771929824561403,0.8545454545454545,0.8867924528301887,0.8703703703703703
40,4.0,1.5,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.8289473684210527,0.7768595041322314,0.8867924528301887,0.8281938325991189
40,4.0,1.5,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.8377192982456141,0.7899159663865546,0.8867924528301887,0.8355555555555556
40,4.0,1.5,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.8508771929824561,0.8103448275862069,0.8867924528301887,0.8468468468468469
40,4.0,1.5,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.8508771929824561,0.8214285714285714,0.8679245283018868,0.8440366972477065
40,4.0,1.5,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.47368421052631576,0.46875,0.9905660377358491,0.6363636363636364
40,4.0,1.5,None,8,0.9035087719298246,0.8888888888888888,0.9056603773584906,0.897196261682243
40,4.0,1.5,None,16,0.868421052631579,0.8333333333333334,0.8962264150943396,0.8636363636363636
40,4.0,1.5,None,32,0.8859649122807017,0.8636363636363636,0.8962264150943396,0.8796296296296297
40,4.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",8,0.7045454545454546,0.6703296703296703,0.7349397590361446,0.7011494252873564
40,4.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",16,0.5284090909090909,0.5,0.024096385542168676,0.04597701149425287
40,4.0,2.0,"{'noise': (0.001, 0.01), 'pitch': (-1, 1), 'stretch': (0.95, 1.05)}",32,0.8181818181818182,0.7684210526315789,0.8795180722891566,0.8202247191011236
40,4.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",8,0.8238636363636364,0.7888888888888889,0.8554216867469879,0.8208092485549133
40,4.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",16,0.8011363636363636,0.7448979591836735,0.8795180722891566,0.8066298342541437
40,4.0,2.0,"{'noise': (0.001, 0.015), 'pitch': (-2, 2), 'stretch': (0.9, 1.1)}",32,0.48863636363636365,0.47928994082840237,0.9759036144578314,0.6428571428571429
40,4.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",8,0.7840909090909091,0.7368421052631579,0.8433734939759037,0.7865168539325843
40,4.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",16,0.7897727272727273,0.7738095238095238,0.7831325301204819,0.7784431137724551
40,4.0,2.0,"{'noise': (0.005, 0.02), 'pitch': (-3, 3), 'stretch': (0.85, 1.15)}",32,0.7727272727272727,0.7047619047619048,0.891566265060241,0.7872340425531915
40,4.0,2.0,None,8,0.8636363636363636,0.7920792079207921,0.963855421686747,0.8695652173913043
40,4.0,2.0,None,16,0.9431818181818182,0.9294117647058824,0.9518072289156626,0.9404761904761905
40,4.0,2.0,None,32,0.8522727272727273,0.7821782178217822,0.9518072289156626,0.8586956521739131
